M,K,clue_fraction,iterations,exact_acc
500,150,0.05,3,0
500,150,0.05,4,0
500,150,0.05,14,0
500,150,0.05,10,0
500,150,0.05,15,0
500,150,0.05,14,0
500,150,0.05,14,0
500,150,0.05,8,0
500,150,0.05,3,0
500,150,0.05,14,0
500,150,0.05,4,0
500,150,0.05,3,0
500,150,0.05,4,0
500,150,0.05,14,0
500,150,0.05,14,0
500,150,0.05,6,0
500,150,0.05,26,0
500,150,0.05,14,0
500,150,0.05,14,0
500,150,0.05,14,0
500,150,0.05,14,0
500,150,0.05,14,0
500,150,0.05,3,0
500,150,0.05,14,0
500,150,0.05,8,0
500,150,0.05,14,0
500,150,0.05,14,0
500,150,0.05,14,0
500,150,0.05,14,0
500,150,0.05,14,0
500,150,0.05,5,0
500,150,0.05,5,0
500,150,0.05,15,0
500,150,0.05,14,0
500,150,0.05,14,0
500,150,0.05,14,0
500,150,0.05,14,0
500,150,0.05,6,0
500,150,0.05,11,0
500,150,0.05,14,0
500,150,0.05,9,0
500,150,0.05,8,0
500,150,0.05,14,0
500,150,0.05,14,0
500,150,0.05,14,0
500,150,0.05,6,0
500,150,0.05,14,0
500,150,0.05,4,0
500,150,0.05,7,0
500,150,0.05,17,0
500,150,0.05,9,0
500,150,0.05,5,0
500,150,0.05,14,0
500,150,0.05,14,0
500,150,0.05,14,0
500,150,0.05,5,0
500,150,0.05,14,0
500,150,0.05,3,0
500,150,0.05,14,0
500,150,0.05,14,0
500,150,0.05,10,0
500,150,0.05,14,0
500,150,0.05,14,0
500,150,0.05,8,0
500,150,0.1,3,0
500,150,0.1,15,0
500,150,0.1,6,0
500,150,0.1,4,0
500,150,0.1,9,0
500,150,0.1,10,0
500,150,0.1,5,0
500,150,0.1,12,0
500,150,0.1,13,0
500,150,0.1,13,0
500,150,0.1,4,0
500,150,0.1,10,0
500,150,0.1,4,0
500,150,0.1,4,0
500,150,0.1,11,0
500,150,0.1,3,0
500,150,0.1,7,0
500,150,0.1,4,0
500,150,0.1,4,0
500,150,0.1,7,0
500,150,0.1,3,0
500,150,0.1,4,0
500,150,0.1,9,0
500,150,0.1,3,0
500,150,0.1,8,0
500,150,0.1,7,0
500,150,0.1,31,0
500,150,0.1,3,0
500,150,0.1,4,0
500,150,0.1,8,0
500,150,0.1,7,0
500,150,0.1,10,0
500,150,0.1,15,0
500,150,0.1,4,0
500,150,0.1,11,0
500,150,0.1,5,0
500,150,0.1,5,0
500,150,0.1,9,0
500,150,0.1,4,0
500,150,0.1,3,0
500,150,0.1,3,0
500,150,0.1,10,0
500,150,0.1,15,0
500,150,0.1,4,1
500,150,0.1,3,0
500,150,0.1,4,0
500,150,0.1,18,0
500,150,0.1,4,0
500,150,0.1,5,0
500,150,0.1,6,0
500,150,0.1,6,0
500,150,0.1,5,0
500,150,0.1,8,0
500,150,0.1,3,0
500,150,0.1,7,0
500,150,0.1,7,0
500,150,0.1,4,0
500,150,0.1,7,0
500,150,0.1,6,0
500,150,0.1,4,0
500,150,0.1,7,0
500,150,0.1,8,0
500,150,0.1,6,0
500,150,0.1,5,0
500,150,0.1,14,0
500,150,0.1,5,0
500,150,0.1,11,0
500,150,0.1,8,0
500,150,0.1,8,0
500,150,0.1,21,0
500,150,0.1,6,0
500,150,0.1,22,0
500,150,0.1,6,0
500,150,0.1,7,0
500,150,0.1,5,0
500,150,0.1,7,0
500,150,0.1,5,0
500,150,0.1,4,0
500,150,0.1,5,0
500,150,0.1,4,0
500,150,0.1,16,0
500,150,0.1,5,0
500,150,0.1,3,0
500,150,0.1,8,0
500,150,0.1,4,0
500,150,0.1,4,0
500,150,0.1,15,0
500,150,0.1,9,0
500,150,0.1,4,0
500,150,0.1,3,0
500,150,0.1,10,0
500,150,0.1,8,0
500,150,0.1,9,0
500,150,0.1,3,0
500,150,0.1,8,0
500,150,0.1,6,0
500,150,0.1,5,0
500,150,0.1,19,0
500,150,0.1,6,0
500,150,0.1,3,0
500,150,0.15,4,0
500,150,0.15,5,0
500,150,0.15,7,0
500,150,0.15,9,0
500,150,0.15,12,0
500,150,0.15,4,0
500,150,0.15,4,0
500,150,0.15,12,0
500,150,0.15,15,0
500,150,0.15,5,1
500,150,0.15,7,0
500,150,0.15,11,0
500,150,0.15,5,0
500,150,0.15,3,1
500,150,0.15,5,0
500,150,0.15,5,0
500,150,0.15,14,0
500,150,0.15,6,0
500,150,0.15,15,0
500,150,0.15,6,0
500,150,0.15,4,0
500,150,0.15,5,0
500,150,0.15,12,0
500,150,0.15,11,0
500,150,0.15,14,0
500,150,0.15,20,0
500,150,0.15,6,0
500,150,0.15,7,0
500,150,0.15,14,0
500,150,0.15,4,0
500,150,0.15,7,0
500,150,0.15,10,0
500,150,0.15,5,0
500,150,0.15,16,0
500,150,0.15,14,0
500,150,0.15,10,0
500,150,0.15,19,0
500,150,0.15,4,0
500,150,0.15,4,0
500,150,0.15,10,0
500,150,0.15,4,0
500,150,0.15,3,0
500,150,0.15,3,0
500,150,0.15,12,0
500,150,0.15,6,0
500,150,0.15,4,0
500,150,0.15,9,0
500,150,0.15,11,0
500,150,0.15,7,0
500,150,0.15,12,0
500,150,0.15,5,0
500,150,0.15,28,0
500,150,0.15,4,0
500,150,0.15,11,0
500,150,0.15,6,0
500,150,0.15,3,0
500,150,0.15,6,0
500,150,0.15,20,0
500,150,0.15,15,0
500,150,0.15,22,0
500,150,0.15,11,0
500,150,0.15,7,0
500,150,0.15,7,0
500,150,0.15,6,0
500,150,0.15,4,0
500,150,0.15,10,0
500,150,0.15,6,0
500,150,0.15,3,0
500,150,0.15,3,0
500,150,0.15,5,0
500,150,0.15,4,0
500,150,0.15,15,0
500,150,0.15,5,0
500,150,0.15,10,0
500,150,0.15,6,0
500,150,0.15,7,0
500,150,0.15,6,0
500,150,0.15,4,0
500,150,0.15,3,0
500,150,0.15,4,0
500,150,0.15,8,0
500,150,0.15,5,0
500,150,0.15,7,0
500,150,0.15,4,0
500,150,0.15,3,0
500,150,0.15,18,0
500,150,0.15,6,0
500,150,0.15,7,0
500,150,0.15,4,0
500,150,0.15,7,0
500,150,0.15,12,0
500,150,0.15,3,0
500,150,0.15,9,0
500,150,0.15,4,1
500,150,0.15,3,0
500,150,0.15,4,0
500,150,0.15,9,0
500,150,0.15,11,0
500,150,0.15,3,0
500,150,0.15,12,0
500,150,0.2,4,0
500,150,0.2,8,0
500,150,0.2,5,0
500,150,0.2,4,0
500,150,0.2,16,0
500,150,0.2,10,0
500,150,0.2,5,0
500,150,0.2,16,0
500,150,0.2,9,0
500,150,0.2,15,0
500,150,0.2,8,0
500,150,0.2,9,0
500,150,0.2,9,0
500,150,0.2,3,1
500,150,0.2,3,0
500,150,0.2,3,1
500,150,0.2,4,0
500,150,0.2,17,0
500,150,0.2,21,0
500,150,0.2,10,0
500,150,0.2,4,0
500,150,0.2,7,0
500,150,0.2,15,0
500,150,0.2,20,0
500,150,0.2,14,0
500,150,0.2,15,0
500,150,0.2,3,0
500,150,0.2,7,0
500,150,0.2,5,0
500,150,0.2,11,0
500,150,0.2,4,0
500,150,0.2,5,0
500,150,0.2,4,0
500,150,0.2,4,0
500,150,0.2,17,0
500,150,0.2,6,0
500,150,0.2,6,0
500,150,0.2,6,0
500,150,0.2,3,1
500,150,0.2,10,0
500,150,0.2,2,1
500,150,0.2,4,0
500,150,0.2,8,0
500,150,0.2,4,0
500,150,0.2,12,0
500,150,0.2,11,0
500,150,0.2,3,1
500,150,0.2,4,0
500,150,0.2,8,0
500,150,0.2,8,0
500,150,0.2,10,0
500,150,0.2,3,1
500,150,0.2,7,0
500,150,0.2,13,0
500,150,0.2,4,0
500,150,0.2,5,0
500,150,0.2,16,0
500,150,0.2,4,0
500,150,0.2,7,0
500,150,0.2,6,0
500,150,0.2,12,0
500,150,0.2,12,0
500,150,0.2,3,1
500,150,0.2,3,1
500,150,0.2,7,0
500,150,0.2,15,0
500,150,0.2,5,0
500,150,0.2,7,0
500,150,0.2,3,0
500,150,0.2,15,0
500,150,0.2,6,0
500,150,0.2,6,0
500,150,0.2,3,1
500,150,0.2,7,0
500,150,0.2,5,0
500,150,0.2,7,0
500,150,0.2,8,0
500,150,0.2,10,0
500,150,0.2,28,0
500,150,0.2,3,0
500,150,0.2,3,0
500,150,0.2,4,0
500,150,0.2,7,0
500,150,0.2,22,0
500,150,0.2,4,0
500,150,0.2,9,0
500,150,0.2,7,0
500,150,0.2,3,1
500,150,0.2,4,0
500,150,0.2,4,0
500,150,0.2,16,0
500,150,0.2,7,0
500,150,0.2,8,0
500,150,0.2,11,0
500,150,0.2,6,0
500,150,0.2,6,0
500,150,0.2,9,0
500,150,0.2,19,0
500,150,0.2,17,0
500,150,0.2,3,0
500,150,0.25,9,0
500,150,0.25,2,1
500,150,0.25,5,0
500,150,0.25,9,0
500,150,0.25,7,0
500,150,0.25,3,0
500,150,0.25,8,0
500,150,0.25,10,0
500,150,0.25,4,0
500,150,0.25,8,0
500,150,0.25,2,1
500,150,0.25,9,0
500,150,0.25,3,1
500,150,0.25,3,1
500,150,0.25,6,0
500,150,0.25,4,1
500,150,0.25,3,1
500,150,0.25,10,0
500,150,0.25,8,0
500,150,0.25,5,0
500,150,0.25,15,0
500,150,0.25,3,1
500,150,0.25,4,1
500,150,0.25,21,0
500,150,0.25,2,1
500,150,0.25,2,1
500,150,0.25,6,0
500,150,0.25,3,0
500,150,0.25,4,1
500,150,0.25,5,0
500,150,0.25,4,0
500,150,0.25,5,0
500,150,0.25,3,1
500,150,0.25,3,1
500,150,0.25,2,1
500,150,0.25,4,0
500,150,0.25,7,0
500,150,0.25,5,0
500,150,0.25,7,0
500,150,0.25,4,1
500,150,0.25,4,1
500,150,0.25,5,0
500,150,0.25,4,0
500,150,0.25,16,0
500,150,0.25,3,0
500,150,0.25,3,1
500,150,0.25,4,0
500,150,0.25,5,0
500,150,0.25,3,1
500,150,0.25,7,0
500,150,0.25,12,0
500,150,0.25,18,0
500,150,0.25,3,1
500,150,0.25,17,0
500,150,0.25,6,0
500,150,0.25,16,0
500,150,0.25,9,0
500,150,0.25,3,1
500,150,0.25,3,1
500,150,0.25,8,0
500,150,0.25,5,0
500,150,0.25,6,0
500,150,0.25,7,0
500,150,0.25,3,1
500,150,0.25,7,0
500,150,0.25,11,0
500,150,0.25,15,0
500,150,0.25,10,0
500,150,0.25,5,0
500,150,0.25,3,1
500,150,0.25,14,0
500,150,0.25,4,0
500,150,0.25,3,1
500,150,0.25,3,1
500,150,0.25,7,0
500,150,0.25,3,1
500,150,0.25,19,0
500,150,0.25,5,0
500,150,0.25,4,0
500,150,0.25,3,0
500,150,0.25,6,0
500,150,0.25,4,0
500,150,0.25,3,1
500,150,0.25,5,0
500,150,0.25,4,0
500,150,0.25,4,0
500,150,0.25,7,0
500,150,0.25,2,1
500,150,0.25,19,0
500,150,0.25,14,0
500,150,0.25,9,0
500,150,0.25,9,0
500,150,0.25,13,0
500,150,0.25,8,0
500,150,0.25,3,0
500,150,0.25,9,0
500,150,0.25,18,0
500,150,0.25,3,0
500,150,0.25,5,0
500,150,0.25,3,1
500,150,0.3,6,0
500,150,0.3,6,0
500,150,0.3,4,0
500,150,0.3,3,1
500,150,0.3,3,1
500,150,0.3,3,1
500,150,0.3,8,0
500,150,0.3,8,0
500,150,0.3,8,0
500,150,0.3,4,1
500,150,0.3,3,1
500,150,0.3,15,0
500,150,0.3,18,0
500,150,0.3,3,0
500,150,0.3,11,0
500,150,0.3,7,0
500,150,0.3,6,0
500,150,0.3,5,0
500,150,0.3,3,1
500,150,0.3,8,0
500,150,0.3,11,0
500,150,0.3,3,1
500,150,0.3,3,0
500,150,0.3,6,0
500,150,0.3,7,0
500,150,0.3,3,1
500,150,0.3,4,1
500,150,0.3,4,0
500,150,0.3,5,0
500,150,0.3,8,0
500,150,0.3,6,0
500,150,0.3,6,0
500,150,0.3,11,0
500,150,0.3,5,0
500,150,0.3,7,0
500,150,0.3,3,0
500,150,0.3,2,1
500,150,0.3,2,1
500,150,0.3,2,1
500,150,0.3,5,0
500,150,0.3,3,1
500,150,0.3,7,0
500,150,0.3,2,1
500,150,0.3,3,1
500,150,0.3,4,0
500,150,0.3,8,0
500,150,0.3,3,1
500,150,0.3,3,1
500,150,0.3,2,1
500,150,0.3,12,0
500,150,0.3,5,0
500,150,0.3,2,1
500,150,0.3,2,1
500,150,0.3,14,0
500,150,0.3,3,1
500,150,0.3,8,0
500,150,0.3,5,0
500,150,0.3,4,1
500,150,0.3,24,0
500,150,0.3,2,1
500,150,0.3,3,1
500,150,0.3,7,0
500,150,0.3,2,1
500,150,0.3,3,0
500,150,0.3,2,1
500,150,0.3,3,1
500,150,0.3,2,1
500,150,0.3,3,1
500,150,0.3,5,0
500,150,0.3,3,1
500,150,0.3,3,1
500,150,0.3,8,0
500,150,0.3,4,0
500,150,0.3,7,0
500,150,0.3,7,0
500,150,0.3,6,0
500,150,0.3,3,1
500,150,0.3,5,0
500,150,0.3,12,0
500,150,0.3,3,1
500,150,0.3,3,1
500,150,0.3,3,1
500,150,0.3,3,1
500,150,0.3,4,0
500,150,0.3,3,1
500,150,0.3,3,0
500,150,0.3,2,1
500,150,0.3,2,1
500,150,0.3,17,0
500,150,0.3,5,0
500,150,0.3,3,1
500,150,0.3,2,1
500,150,0.3,3,1
500,150,0.3,4,0
500,150,0.3,2,1
500,150,0.3,4,1
500,150,0.3,3,1
500,150,0.3,7,0
500,150,0.3,3,1
500,150,0.3,3,1
500,150,0.35,3,1
500,150,0.35,3,1
500,150,0.35,2,1
500,150,0.35,3,1
500,150,0.35,2,1
500,150,0.35,3,1
500,150,0.35,3,1
500,150,0.35,3,1
500,150,0.35,2,1
500,150,0.35,2,1
500,150,0.35,9,0
500,150,0.35,2,1
500,150,0.35,2,1
500,150,0.35,4,0
500,150,0.35,2,1
500,150,0.35,2,1
500,150,0.35,3,1
500,150,0.35,3,1
500,150,0.35,8,0
500,150,0.35,3,1
500,150,0.35,2,1
500,150,0.35,3,1
500,150,0.35,7,0
500,150,0.35,5,0
500,150,0.35,3,1
500,150,0.35,4,0
500,150,0.35,3,1
500,150,0.35,2,1
500,150,0.35,2,1
500,150,0.35,2,1
500,150,0.35,3,1
500,150,0.35,2,1
500,150,0.35,2,1
500,150,0.35,2,1
500,150,0.35,2,1
500,150,0.35,3,1
500,150,0.35,5,0
500,150,0.35,3,1
500,150,0.35,2,1
500,150,0.35,3,1
500,150,0.35,3,1
500,150,0.35,5,0
500,150,0.35,4,0
500,150,0.35,3,1
500,150,0.35,4,0
500,150,0.35,3,1
500,150,0.35,3,1
500,150,0.35,2,1
500,150,0.35,5,0
500,150,0.35,3,1
500,150,0.35,2,1
500,150,0.35,3,1
500,150,0.35,2,1
500,150,0.35,3,1
500,150,0.35,2,1
500,150,0.35,3,1
500,150,0.35,2,1
500,150,0.35,2,1
500,150,0.35,2,1
500,150,0.35,26,0
500,150,0.35,10,0
500,150,0.35,2,1
500,150,0.35,2,1
500,150,0.35,6,0
500,150,0.35,3,1
500,150,0.35,11,0
500,150,0.35,2,1
500,150,0.35,8,0
500,150,0.35,3,1
500,150,0.35,3,1
500,150,0.35,3,1
500,150,0.35,3,0
500,150,0.35,16,0
500,150,0.35,6,0
500,150,0.35,2,1
500,150,0.35,12,0
500,150,0.35,2,1
500,150,0.35,4,0
500,150,0.35,2,1
500,150,0.35,4,0
500,150,0.35,20,0
500,150,0.35,2,1
500,150,0.35,3,1
500,150,0.35,3,1
500,150,0.35,3,1
500,150,0.35,2,1
500,150,0.35,2,1
500,150,0.35,3,1
500,150,0.35,3,1
500,150,0.35,5,0
500,150,0.35,3,1
500,150,0.35,2,1
500,150,0.35,3,1
500,150,0.35,3,1
500,150,0.35,2,1
500,150,0.35,3,1
500,150,0.35,4,1
500,150,0.35,4,0
500,150,0.35,3,1
500,150,0.35,4,0
500,150,0.4,3,1
500,150,0.4,2,1
500,150,0.4,3,1
500,150,0.4,2,1
500,150,0.4,3,1
500,150,0.4,2,1
500,150,0.4,3,1
500,150,0.4,2,1
500,150,0.4,2,1
500,150,0.4,2,1
500,150,0.4,3,1
500,150,0.4,3,1
500,150,0.4,3,1
500,150,0.4,3,1
500,150,0.4,12,0
500,150,0.4,2,1
500,150,0.4,2,1
500,150,0.4,3,1
500,150,0.4,2,1
500,150,0.4,2,1
500,150,0.4,2,1
500,150,0.4,2,1
500,150,0.4,3,1
500,150,0.4,2,1
500,150,0.4,3,1
500,150,0.4,2,1
500,150,0.4,3,1
500,150,0.4,2,1
500,150,0.4,2,1
500,150,0.4,3,1
500,150,0.4,2,1
500,150,0.4,2,1
500,150,0.4,2,1
500,150,0.4,4,1
500,150,0.4,2,1
500,150,0.4,2,1
500,150,0.4,2,1
500,150,0.4,6,0
500,150,0.4,2,1
500,150,0.4,2,1
500,150,0.4,3,1
500,150,0.4,3,1
500,150,0.4,2,1
500,150,0.4,3,1
500,150,0.4,3,1
500,150,0.4,2,1
500,150,0.4,2,1
500,150,0.4,2,1
500,150,0.4,3,1
500,150,0.4,2,1
500,150,0.4,3,1
500,150,0.4,2,1
500,150,0.4,15,0
500,150,0.4,2,1
500,150,0.4,2,1
500,150,0.4,3,1
500,150,0.4,3,1
500,150,0.4,2,1
500,150,0.4,2,1
500,150,0.4,2,1
500,150,0.4,3,1
500,150,0.4,2,1
500,150,0.4,2,1
500,150,0.4,3,1
500,150,0.4,2,1
500,150,0.4,2,1
500,150,0.4,11,0
500,150,0.4,3,1
500,150,0.4,2,1
500,150,0.4,2,1
500,150,0.4,3,1
500,150,0.4,2,1
500,150,0.4,2,1
500,150,0.4,2,1
500,150,0.4,2,1
500,150,0.4,3,1
500,150,0.4,2,1
500,150,0.4,3,1
500,150,0.4,3,1
500,150,0.4,2,1
500,150,0.4,2,1
500,150,0.4,2,1
500,150,0.4,2,1
500,150,0.4,2,1
500,150,0.4,3,1
500,150,0.4,3,1
500,150,0.4,3,0
500,150,0.4,2,1
500,150,0.4,2,1
500,150,0.4,2,1
500,150,0.4,4,0
500,150,0.4,2,1
500,150,0.4,2,1
500,150,0.4,3,1
500,150,0.4,2,1
500,150,0.4,2,1
500,150,0.4,11,0
500,150,0.4,2,1
500,150,0.4,2,1
500,150,0.4,3,1
500,150,0.45,2,1
500,150,0.45,2,1
500,150,0.45,3,1
500,150,0.45,2,1
500,150,0.45,2,1
500,150,0.45,2,1
500,150,0.45,2,1
500,150,0.45,2,1
500,150,0.45,2,1
500,150,0.45,2,1
500,150,0.45,2,1
500,150,0.45,2,1
500,150,0.45,2,1
500,150,0.45,2,1
500,150,0.45,2,1
500,150,0.45,2,1
500,150,0.45,2,1
500,150,0.45,2,1
500,150,0.45,2,1
500,150,0.45,2,1
500,150,0.45,11,0
500,150,0.45,2,1
500,150,0.45,2,1
500,150,0.45,2,1
500,150,0.45,2,1
500,150,0.45,2,1
500,150,0.45,2,1
500,150,0.45,2,1
500,150,0.45,2,1
500,150,0.45,2,1
500,150,0.45,2,1
500,150,0.45,2,1
500,150,0.45,2,1
500,150,0.45,3,1
500,150,0.45,2,1
500,150,0.45,2,1
500,150,0.45,2,1
500,150,0.45,2,1
500,150,0.45,2,1
500,150,0.45,2,1
500,150,0.45,2,1
500,150,0.45,2,1
500,150,0.45,2,1
500,150,0.45,2,1
500,150,0.45,2,1
500,150,0.45,2,1
500,150,0.45,2,1
500,150,0.45,2,1
500,150,0.45,2,1
500,150,0.45,3,1
500,150,0.45,2,1
500,150,0.45,2,1
500,150,0.45,2,1
500,150,0.45,2,1
500,150,0.45,2,1
500,150,0.45,2,1
500,150,0.45,2,1
500,150,0.45,2,1
500,150,0.45,2,1
500,150,0.45,2,1
500,150,0.45,2,1
500,150,0.45,2,1
500,150,0.45,2,1
500,150,0.45,2,1
500,150,0.45,2,1
500,150,0.45,2,1
500,150,0.45,2,1
500,150,0.45,2,1
500,150,0.45,2,1
500,150,0.45,2,1
500,150,0.45,2,1
500,150,0.45,2,1
500,150,0.45,2,1
500,150,0.45,2,1
500,150,0.45,2,1
500,150,0.45,2,1
500,150,0.45,3,1
500,150,0.45,2,1
500,150,0.45,2,1
500,150,0.45,3,1
500,150,0.45,2,1
500,150,0.45,3,1
500,150,0.45,2,1
500,150,0.45,3,1
500,150,0.45,2,1
500,150,0.45,3,1
500,150,0.45,2,1
500,150,0.45,3,1
500,150,0.45,2,1
500,150,0.45,2,1
500,150,0.45,2,1
500,150,0.45,3,1
500,150,0.45,2,1
500,150,0.45,2,1
500,150,0.45,2,1
500,150,0.45,2,1
500,150,0.45,2,1
500,150,0.45,7,0
500,150,0.45,2,1
500,150,0.45,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,3,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.5,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,150,0.55,2,1
500,200,0.05,7,0
500,200,0.05,6,0
500,200,0.05,12,0
500,200,0.05,9,0
500,200,0.05,7,0
500,200,0.05,10,0
500,200,0.05,7,0
500,200,0.05,8,0
500,200,0.05,5,0
500,200,0.05,7,0
500,200,0.05,16,0
500,200,0.05,7,0
500,200,0.05,5,0
500,200,0.05,7,0
500,200,0.05,6,0
500,200,0.05,5,0
500,200,0.05,12,0
500,200,0.05,5,0
500,200,0.05,7,0
500,200,0.05,5,0
500,200,0.05,7,0
500,200,0.05,8,0
500,200,0.05,7,0
500,200,0.05,10,0
500,200,0.05,9,0
500,200,0.05,5,0
500,200,0.05,7,0
500,200,0.05,7,0
500,200,0.05,7,0
500,200,0.05,7,0
500,200,0.05,13,0
500,200,0.05,4,0
500,200,0.05,5,0
500,200,0.05,7,0
500,200,0.05,7,0
500,200,0.05,8,0
500,200,0.05,11,0
500,200,0.05,5,0
500,200,0.05,7,0
500,200,0.05,7,0
500,200,0.05,7,0
500,200,0.05,7,0
500,200,0.05,7,0
500,200,0.05,8,0
500,200,0.05,7,0
500,200,0.05,7,0
500,200,0.05,9,0
500,200,0.05,7,0
500,200,0.05,9,0
500,200,0.05,7,0
500,200,0.05,6,0
500,200,0.05,7,0
500,200,0.05,7,0
500,200,0.05,16,0
500,200,0.05,12,0
500,200,0.05,8,0
500,200,0.05,7,0
500,200,0.05,5,0
500,200,0.05,4,0
500,200,0.05,7,0
500,200,0.05,5,0
500,200,0.05,4,0
500,200,0.05,7,0
500,200,0.05,7,0
500,200,0.05,7,0
500,200,0.05,4,0
500,200,0.05,7,0
500,200,0.05,7,0
500,200,0.05,7,0
500,200,0.05,5,0
500,200,0.05,7,0
500,200,0.05,7,0
500,200,0.05,13,0
500,200,0.05,3,0
500,200,0.05,7,0
500,200,0.05,7,0
500,200,0.05,7,0
500,200,0.05,19,0
500,200,0.05,7,0
500,200,0.05,6,0
500,200,0.05,7,0
500,200,0.05,7,0
500,200,0.05,7,0
500,200,0.05,7,0
500,200,0.05,7,0
500,200,0.05,7,0
500,200,0.05,7,0
500,200,0.05,7,0
500,200,0.05,7,0
500,200,0.05,6,0
500,200,0.05,8,0
500,200,0.05,4,0
500,200,0.05,7,0
500,200,0.05,7,0
500,200,0.05,5,0
500,200,0.05,5,0
500,200,0.05,7,0
500,200,0.05,6,0
500,200,0.05,7,0
500,200,0.05,7,0
